EmpNo,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,Dept,salary
A6992,0.63,0.73,5,168,3,0,0,0,technical,low
A6993,0.63,0.94,4,145,3,0,0,0,technical,medium
A6994,0.5,0.88,4,172,4,0,0,0,support,medium
A6995,0.7,0.55,4,233,2,0,0,0,support,medium
A6996,0.18,0.46,5,202,4,0,0,0,support,medium
A6997,0.77,0.55,5,255,2,0,0,0,support,medium
A6998,0.78,0.61,3,257,3,0,0,0,support,medium
A6999,0.54,0.77,3,185,3,0,0,0,support,medium
A7000,0.9,0.69,3,231,4,0,0,0,support,medium
A7001,0.56,0.76,3,207,2,0,0,0,support,medium
A7002,0.63,0.81,3,215,3,0,0,0,support,medium
A7003,0.68,0.75,5,243,3,1,0,0,support,low
A7004,0.96,0.54,3,198,3,0,0,0,support,low
A7005,0.85,0.87,6,232,6,0,0,0,technical,low
A7006,0.82,0.66,4,150,3,0,0,0,technical,low
A7007,0.44,0.39,2,188,3,0,0,0,technical,low
A7008,0.86,0.97,4,155,3,0,0,0,management,low
A7009,0.56,0.68,3,109,3,0,0,0,IT,low
A7010,0.69,0.94,3,170,3,0,0,0,IT,high
A7011,0.91,0.85,5,214,2,0,0,0,IT,low
A7012,0.99,0.94,3,244,3,0,0,0,IT,high
A7013,0.76,0.84,5,137,4,0,0,0,IT,high
A7014,0.63,0.67,5,250,2,0,0,0,product_mng,low
A7015,0.21,0.62,4,247,3,1,0,0,product_mng,low
A7016,0.63,0.43,2,222,4,0,0,0,product_mng,high
A7017,0.58,0.51,2,100,2,0,0,0,product_mng,low
A7018,0.52,0.84,4,212,3,0,0,0,IT,medium
A7019,0.89,0.64,3,184,5,0,0,0,RandD,high
A7020,0.81,0.81,4,177,3,0,0,0,RandD,medium
A7021,0.62,0.73,3,138,3,0,0,0,RandD,medium
A7022,0.83,0.5,4,167,3,1,0,0,RandD,medium
A7023,0.85,0.99,3,201,3,0,0,0,RandD,medium
A7024,0.52,0.61,5,162,3,0,0,0,marketing,high
A7025,0.57,0.97,5,126,5,0,0,0,sales,medium
A7026,0.93,1,4,145,3,0,0,0,accounting,medium
A7027,0.78,0.89,3,211,3,0,0,0,support,medium
A7028,0.65,0.59,3,167,2,0,0,0,technical,high
A7029,0.42,0.74,5,256,6,0,0,0,management,medium
A7030,0.22,0.61,6,237,5,0,0,0,marketing,high
A7031,0.71,0.96,5,135,4,1,0,0,marketing,low
A7032,0.44,0.68,5,209,4,0,0,0,marketing,medium
A7033,0.6,0.52,4,190,3,0,0,0,sales,medium
A7034,0.68,0.61,3,134,4,0,0,0,sales,medium
A7035,0.53,0.41,2,148,2,1,0,0,sales,medium
A7036,0.8,0.82,4,202,3,0,0,0,sales,low
A7037,0.97,0.82,4,176,2,0,0,0,sales,low
A7038,0.47,0.47,2,221,6,0,0,0,sales,low
A7039,0.96,0.93,3,156,3,0,0,0,sales,low
A7040,0.81,0.45,6,98,3,0,0,0,sales,low
A7041,0.86,0.65,4,134,4,0,0,0,sales,low
A7042,0.59,0.82,4,203,4,1,0,0,sales,low
A7043,0.53,0.97,3,189,3,0,0,0,sales,low
A7044,0.57,0.86,3,258,2,0,0,0,sales,low
A7045,0.7,0.48,4,237,3,0,0,0,sales,low
A7046,0.58,0.59,4,224,3,0,0,0,sales,high
A7047,0.43,0.86,5,125,3,1,0,0,sales,low
A7048,0.92,0.82,4,207,4,0,0,0,sales,low
A7049,0.24,0.7,5,194,3,0,0,0,sales,low
A7050,0.67,0.52,3,273,3,0,0,0,sales,low
A7051,0.68,0.84,3,209,3,0,0,0,sales,high
A7052,0.54,0.75,3,181,3,0,0,0,accounting,low
A7053,0.73,0.63,3,172,4,1,0,0,accounting,low
A7054,0.59,0.41,4,139,3,0,0,0,accounting,low
A7055,0.22,0.64,6,260,4,0,0,0,hr,high
A7056,0.49,0.83,3,168,4,1,0,0,hr,low
A7057,0.91,1,6,242,3,1,0,0,hr,medium
A7058,0.18,0.97,4,206,3,0,0,0,hr,high
A7059,0.71,0.41,5,107,4,0,0,0,technical,medium
A7060,0.56,0.66,5,216,2,0,0,0,technical,high
A7061,0.84,0.62,4,152,3,0,0,0,technical,medium
A7062,0.59,0.49,5,122,5,0,0,0,technical,medium
A7063,0.88,0.62,4,138,3,0,0,0,technical,medium
A7064,0.8,0.52,3,182,2,0,0,0,technical,medium
A7065,0.53,0.63,3,205,2,0,0,0,technical,medium
A7066,0.53,0.83,3,267,4,0,0,0,technical,medium
A7067,0.3,0.67,3,150,2,0,0,0,technical,medium
A7068,0.91,0.7,4,134,2,0,0,0,technical,medium
A7069,0.32,0.66,5,116,5,1,0,0,technical,high
A7070,0.73,0.87,3,181,3,0,0,0,support,low
A7071,0.87,0.54,3,268,3,0,0,0,support,medium
A7072,0.57,0.73,3,129,3,0,0,0,support,medium
A7073,0.62,0.94,3,151,4,0,0,0,support,medium
A7074,0.55,0.91,3,243,4,0,0,0,support,medium
A7075,0.93,0.57,5,143,2,0,0,0,support,medium
A7076,0.3,0.47,6,156,2,1,0,0,support,medium
A7077,0.57,0.7,3,210,2,0,0,0,support,medium
A7078,0.9,0.85,4,279,6,0,0,0,support,medium
A7079,0.83,0.79,4,270,3,1,0,0,support,medium
A7080,0.38,0.64,5,160,3,0,0,0,support,high
A7081,0.97,0.95,4,173,2,0,0,0,technical,low
A7082,0.7,1,4,261,3,0,0,0,technical,low
A7083,0.26,0.73,4,178,6,0,0,0,technical,low
A7084,0.58,0.58,3,122,3,0,0,0,management,high
A7085,0.69,0.57,5,227,4,0,0,0,IT,low
A7086,0.88,0.6,2,168,3,0,0,0,IT,low
A7087,0.57,0.91,4,252,4,0,0,0,IT,low
A7088,0.94,0.8,5,170,4,0,0,0,IT,high
A7089,0.94,0.58,3,135,3,0,0,0,IT,low
A7090,0.46,0.49,5,286,5,0,0,0,product_mng,low
A7091,0.49,0.57,2,213,3,1,0,0,product_mng,low
A7092,0.96,1,5,148,3,0,0,0,product_mng,low
A7093,0.29,0.95,5,117,4,0,0,0,product_mng,low
A7094,0.94,0.69,3,164,2,0,0,0,IT,low
A7095,0.56,0.64,3,262,2,1,0,0,RandD,low
A7096,0.18,0.49,5,250,5,1,0,0,RandD,medium
A7097,0.84,0.83,4,222,3,0,0,0,RandD,medium
A7098,0.58,0.96,3,192,4,0,0,0,RandD,medium
A7099,0.21,0.6,5,151,6,0,0,0,RandD,medium
A7100,0.59,0.53,4,216,2,0,0,0,marketing,medium
A7101,0.66,0.65,3,234,2,0,0,0,marketing,medium
A7102,0.58,0.82,4,268,3,0,0,0,sales,medium
A7103,0.66,0.49,4,194,5,0,0,0,accounting,medium
A7104,0.56,0.78,3,200,2,0,0,0,support,medium
A7105,0.92,0.78,3,194,3,0,0,0,technical,medium
A7106,0.56,0.69,3,176,3,0,0,0,management,medium
A7107,0.57,0.59,4,158,3,0,0,0,marketing,medium
A7108,0.99,0.79,3,271,4,0,0,0,marketing,high
A7109,0.76,0.93,4,187,4,0,0,0,marketing,low
A7110,0.78,0.91,4,202,2,0,0,0,sales,medium
A7111,0.99,0.48,5,202,2,0,0,0,sales,medium
A7112,0.71,0.95,6,204,3,1,0,0,sales,medium
A7113,0.51,0.96,4,204,3,1,0,0,sales,medium
A7114,0.88,0.82,3,244,3,0,0,0,sales,low
A7115,0.96,0.83,3,234,3,0,0,0,sales,low
A7116,0.9,0.64,4,217,3,0,0,0,sales,low
A7117,0.77,0.51,4,142,4,0,0,0,sales,low
A7118,0.95,0.5,4,186,3,1,0,0,sales,low
A7119,0.85,0.67,3,267,2,1,0,0,sales,low
A7120,0.46,0.79,2,108,3,0,0,0,sales,low
A7121,0.57,0.95,3,274,4,0,0,0,sales,low
A7122,0.93,1,3,148,4,0,0,0,sales,low
A7123,0.78,0.68,5,168,3,0,0,0,sales,low
A7124,0.68,1,4,185,2,1,0,0,sales,low
A7125,0.83,0.78,3,257,2,0,0,0,sales,low
A7126,0.56,0.51,5,256,4,1,0,0,sales,low
A7127,0.93,0.78,2,188,2,0,0,0,sales,low
A7128,0.13,0.53,6,173,4,0,0,0,sales,low
A7129,0.71,0.99,5,208,2,1,0,0,accounting,low
A7130,0.98,0.74,4,202,3,0,0,0,accounting,low
A7131,0.83,0.82,3,134,3,0,0,0,accounting,low
A7132,0.78,0.65,3,154,2,0,0,0,hr,low
A7133,0.35,0.58,3,103,3,0,0,0,hr,low
A7134,0.67,0.55,4,256,6,0,0,0,hr,low
A7135,0.86,0.88,4,274,3,0,0,0,hr,medium
A7136,0.33,0.61,2,163,3,0,0,0,technical,medium
A7137,0.3,0.86,6,232,3,0,0,0,technical,medium
A7138,0.75,0.63,4,268,3,0,0,0,technical,medium
A7139,0.8,0.98,3,209,3,0,0,0,technical,medium
A7140,0.98,0.53,5,238,3,0,0,0,technical,medium
A7141,0.72,0.48,3,155,2,0,0,0,technical,medium
A7142,0.82,0.52,5,270,3,0,0,0,technical,medium
A7143,0.91,0.59,3,134,2,1,0,0,technical,medium
A7144,0.84,0.78,3,221,3,1,0,0,technical,medium
A7145,0.95,0.74,4,258,3,0,0,0,technical,medium
A7146,0.53,0.51,6,272,5,0,0,0,technical,medium
A7147,0.5,0.5,4,184,3,0,0,0,support,high
A7148,0.36,0.95,6,276,2,0,0,0,support,low
A7149,0.33,0.38,4,186,3,0,0,0,support,medium
A7150,0.38,0.47,3,189,5,0,0,0,support,medium
A7151,0.7,0.9,3,224,3,0,0,0,support,medium
A7152,0.44,0.45,6,237,6,0,0,0,support,medium
A7153,0.32,0.66,3,144,2,0,0,0,support,low
A7154,0.63,0.93,6,171,3,1,0,0,support,low
A7155,0.56,0.54,3,232,2,0,0,0,support,low
A7156,0.56,0.78,4,193,2,1,0,0,support,low
A7157,0.81,0.78,3,166,2,0,0,0,support,low
A7158,0.89,0.75,3,167,2,0,0,0,technical,low
A7159,0.63,0.87,2,101,3,0,0,0,technical,low
A7160,0.64,0.66,5,266,3,0,0,0,technical,low
A7161,0.46,0.53,3,135,2,0,0,0,management,low
A7162,0.76,0.56,4,137,3,0,0,0,IT,low
A7163,0.99,0.71,3,191,3,0,0,0,IT,low
A7164,0.85,0.76,4,262,2,0,0,0,IT,low
A7165,0.78,0.99,3,174,3,0,0,0,IT,low
A7166,0.91,0.56,4,241,2,0,0,0,IT,low
A7167,0.16,0.57,5,144,4,1,0,0,product_mng,low
A7168,0.71,0.57,3,218,3,0,0,0,product_mng,low
A7169,0.92,0.68,5,210,2,0,0,0,product_mng,low
A7170,0.21,0.98,6,208,5,1,0,0,product_mng,low
A7171,0.74,0.6,3,232,3,0,0,0,IT,low
A7172,0.76,0.6,3,140,2,0,0,0,RandD,low
A7173,0.62,0.95,3,189,4,0,0,0,RandD,low
A7174,1,0.61,5,264,3,0,0,0,RandD,medium
A7175,0.67,0.54,5,157,2,0,0,0,RandD,medium
A7176,0.81,0.87,4,161,2,0,0,0,RandD,medium
A7177,0.84,0.69,4,149,3,0,0,0,marketing,medium
A7178,0.84,0.99,3,144,4,0,0,0,sales,medium
A7179,0.97,0.97,4,242,2,0,0,0,accounting,medium
A7180,0.7,0.5,6,214,5,0,0,0,support,medium
A7181,0.52,0.74,4,174,3,0,0,0,technical,medium
A7182,0.46,0.88,5,169,3,0,0,0,management,medium
A7183,1,0.87,4,268,2,0,0,0,marketing,medium
A7184,0.91,0.58,3,257,3,0,0,0,marketing,medium
A7185,0.16,0.69,4,187,5,0,0,0,marketing,medium
A7186,0.58,0.62,5,270,2,0,0,0,sales,high
A7187,0.75,0.61,5,173,4,0,0,0,sales,low
A7188,0.96,0.62,6,193,4,0,0,0,sales,medium
A7189,0.92,0.78,4,212,2,0,0,0,sales,medium
A7190,0.35,0.63,3,156,3,0,0,0,sales,medium
A7191,0.56,0.96,3,244,3,0,0,0,sales,medium
A7192,0.27,0.96,3,255,4,0,0,0,sales,low
A7193,0.66,0.72,5,152,3,1,0,0,sales,low
A7194,0.66,0.98,4,163,3,1,0,0,sales,low
A7195,0.98,0.69,3,150,2,0,0,0,sales,low
A7196,0.51,0.58,4,169,2,0,0,0,sales,low
A7197,0.51,0.83,3,133,3,0,0,0,sales,low
A7198,0.53,0.94,4,202,3,1,0,0,sales,low
A7199,0.69,0.7,4,169,2,0,0,0,sales,low
A7200,0.66,0.74,4,270,2,1,0,0,sales,low
A7201,0.89,0.76,3,251,2,1,0,0,sales,low
A7202,0.74,0.64,3,267,5,0,0,0,sales,low
A7203,0.82,0.75,4,224,3,0,0,0,sales,low
A7204,0.66,0.9,3,250,2,0,0,0,sales,low
A7205,0.59,0.97,3,258,2,0,0,0,accounting,low
A7206,0.13,0.65,2,209,5,0,0,0,accounting,low
A7207,0.68,0.74,4,215,3,0,0,0,accounting,low
A7208,0.5,0.81,3,183,3,0,0,0,hr,low
A7209,0.6,0.82,3,143,3,0,0,0,hr,low
A7210,0.87,0.98,3,174,3,0,0,0,hr,low
A7211,0.51,0.89,6,170,4,0,0,0,hr,low
A7212,0.78,0.63,3,202,2,0,0,0,technical,low
A7213,0.66,0.96,4,160,2,0,0,0,technical,medium
A7214,0.72,0.73,5,211,2,0,0,0,technical,medium
A7215,0.57,0.98,3,236,3,1,0,0,technical,medium
A7216,0.5,0.49,4,236,3,0,0,0,technical,medium
A7217,0.72,0.62,4,252,2,1,0,0,technical,medium
A7218,0.41,0.48,3,155,2,1,0,0,technical,medium
A7219,0.55,0.65,5,138,2,0,0,0,technical,medium
A7220,0.49,0.94,4,195,3,1,0,0,technical,medium
A7221,0.8,0.94,3,150,3,0,0,0,technical,medium
A7222,0.78,0.51,3,172,3,0,0,0,technical,medium
A7223,0.69,0.56,3,240,2,0,0,0,support,medium
A7224,0.83,0.98,3,229,6,0,0,0,support,medium
A7225,0.89,0.73,3,169,3,0,0,0,support,high
A7226,0.94,0.82,3,246,3,0,0,0,support,low
A7227,0.51,0.53,4,260,2,1,0,0,support,medium
A7228,0.89,0.9,4,101,6,0,0,0,support,medium
A7229,0.99,0.69,3,190,3,0,0,0,support,medium
A7230,0.79,0.66,3,154,4,0,0,0,support,medium
A7231,0.98,0.97,4,196,4,0,0,0,support,low
A7232,0.98,0.97,3,209,3,0,0,0,support,low
A7233,0.97,0.67,4,223,3,0,0,0,support,low
A7234,0.71,0.71,4,221,3,0,0,0,technical,low
A7235,0.49,0.6,4,141,3,0,0,0,technical,low
A7236,0.72,0.71,3,135,3,0,0,0,technical,low
A7237,0.58,0.61,2,191,3,1,0,0,management,low
A7238,0.65,1,4,195,3,0,0,0,IT,low
A7239,0.18,0.55,5,217,4,0,0,0,IT,low
A7240,0.83,0.99,4,184,3,0,0,0,IT,low
A7241,0.2,0.76,5,188,3,0,0,0,IT,low
A7242,0.96,0.93,6,240,6,0,0,0,IT,low
A7243,0.59,0.69,4,226,3,0,0,0,product_mng,low
A7244,0.97,0.99,3,196,3,0,0,0,product_mng,low
A7245,0.14,0.99,6,251,4,0,0,0,product_mng,low
A7246,0.75,0.96,4,150,2,0,0,0,product_mng,low
A7247,0.71,0.63,3,249,3,0,0,0,IT,low
A7248,0.84,0.52,4,251,3,0,0,0,RandD,low
A7249,0.57,0.75,5,252,3,0,0,0,RandD,medium
A7250,0.46,0.55,5,261,5,0,0,0,RandD,medium
A7251,0.77,0.94,4,225,2,0,0,0,RandD,medium
A7252,0.44,0.65,2,151,3,0,0,0,RandD,medium
A7253,0.68,0.59,4,147,2,0,0,0,marketing,medium
A7254,0.94,0.58,4,159,3,0,0,0,sales,medium
A7255,0.73,0.91,4,241,2,1,0,0,accounting,medium
A7256,0.51,0.5,5,176,5,0,0,0,support,medium
A7257,0.93,0.87,4,218,4,0,0,0,technical,medium
A7258,0.74,1,4,219,3,0,0,0,management,medium
A7259,0.82,0.9,3,227,3,0,0,0,marketing,medium
A7260,0.86,0.91,4,182,2,0,0,0,marketing,medium
A7261,0.99,0.86,4,196,2,1,0,0,marketing,high
A7262,0.58,0.86,4,257,3,0,0,0,sales,low
A7263,0.96,0.6,5,182,5,0,0,0,sales,medium
A7264,0.72,0.67,4,192,3,0,0,0,sales,medium
A7265,0.23,0.94,4,142,4,0,0,0,sales,medium
A7266,0.99,0.79,4,172,2,0,0,0,sales,medium
A7267,0.95,0.58,4,188,3,0,0,0,sales,low
A7268,0.75,0.55,5,281,3,1,0,0,sales,low
A7269,0.95,0.54,4,255,2,0,0,0,sales,low
A7270,0.97,0.84,3,223,3,0,0,0,sales,low
A7271,0.98,0.86,2,219,4,0,0,0,sales,low
A7272,0.79,0.98,3,195,2,0,0,0,sales,low
A7273,0.54,0.91,2,156,3,0,0,0,sales,low
A7274,0.51,0.51,5,259,4,0,0,0,sales,low
A7275,0.83,0.91,4,266,3,1,0,0,sales,low
A7276,0.6,0.7,3,147,2,0,0,0,sales,low
A7277,0.58,0.83,4,207,3,0,0,0,sales,low
A7278,0.55,0.68,3,185,2,0,0,0,sales,low
A7279,0.5,0.64,5,195,2,0,0,0,sales,low
A7280,0.46,0.41,6,148,4,0,0,0,sales,low
A7281,0.61,0.82,3,157,2,0,0,0,accounting,low
A7282,0.91,0.98,4,146,3,0,0,0,accounting,low
A7283,0.5,0.94,3,262,4,0,0,0,accounting,low
A7284,0.75,0.82,3,169,3,0,0,0,hr,low
A7285,0.74,0.87,3,192,3,1,0,0,hr,low
A7286,0.62,0.53,4,147,2,0,0,0,hr,low
A7287,0.87,0.76,5,254,2,1,0,0,hr,low
A7288,0.13,0.72,3,244,4,0,0,0,technical,medium
A7289,0.71,0.43,2,100,6,0,0,0,technical,medium
A7290,0.7,0.9,3,173,2,0,0,0,technical,medium
A7291,0.32,0.87,2,197,2,1,0,0,technical,medium
A7292,0.84,0.72,3,256,4,0,0,0,technical,medium
A7293,0.79,0.87,4,253,2,0,0,0,technical,medium
A7294,0.97,0.64,4,152,2,0,0,0,technical,medium
A7295,0.76,0.58,5,136,3,0,0,0,technical,medium
A7296,0.97,0.63,3,141,3,0,0,0,technical,medium
A7297,0.53,0.4,5,212,3,1,0,0,technical,medium
A7298,0.61,0.57,4,144,3,0,0,0,technical,medium
A7299,0.94,0.89,2,118,4,0,0,0,support,medium
A7300,0.52,0.79,5,265,3,1,0,0,support,high
A7301,0.91,0.67,3,143,3,0,0,0,support,low
A7302,0.52,0.63,3,230,2,0,0,0,support,medium
A7303,0.59,0.68,5,243,2,0,0,0,support,medium
A7304,0.61,0.71,3,152,4,1,0,0,support,medium
A7305,0.78,0.78,3,252,3,0,0,0,support,medium
A7306,0.44,0.67,3,113,2,0,0,0,support,low
A7307,0.8,0.97,4,259,2,0,0,0,support,low
A7308,0.54,0.6,4,139,5,0,0,0,support,low
A7309,0.96,0.91,4,228,3,1,0,0,support,low
A7310,0.98,0.49,4,214,3,0,0,0,technical,low
A7311,0.83,0.91,4,210,4,0,0,0,technical,low
A7312,0.64,0.89,4,146,3,0,0,0,technical,low
A7313,0.51,0.78,3,155,2,0,0,0,management,low
A7314,0.31,0.42,2,169,5,0,0,0,IT,low
A7315,0.53,0.68,3,258,3,0,0,0,IT,low
A7316,0.81,0.53,3,258,2,0,0,0,IT,low
A7317,0.17,0.85,3,168,4,0,0,0,IT,low
A7318,0.72,0.98,3,211,2,0,0,0,IT,low
A7319,0.49,0.49,2,245,3,0,0,0,product_mng,low
A7320,0.81,0.95,3,204,2,0,0,0,product_mng,low
A7321,0.75,0.98,2,161,3,0,0,0,product_mng,low
A7322,0.74,0.73,3,267,3,0,0,0,product_mng,low
A7323,0.82,0.73,3,183,3,0,0,0,IT,low
A7324,0.36,0.4,2,105,3,0,0,0,RandD,low
A7325,0.89,0.55,3,260,2,0,0,0,RandD,low
A7326,0.78,0.87,3,183,4,0,0,0,RandD,low
A7327,0.81,0.56,4,262,3,0,0,0,RandD,medium
A7328,0.61,0.78,4,244,4,0,0,0,RandD,medium
A7329,0.23,0.96,4,242,6,0,0,0,marketing,medium
A7330,0.73,1,4,146,3,0,0,0,sales,medium
A7331,0.4,0.65,4,252,6,0,0,0,accounting,medium
A7332,0.99,0.63,5,229,2,0,0,0,support,medium
A7333,0.62,0.54,4,170,3,0,0,0,technical,medium
A7334,0.61,0.93,3,250,4,0,0,0,management,medium
A7335,0.9,0.98,2,243,3,0,0,0,marketing,medium
A7336,0.93,0.67,4,135,3,1,0,0,marketing,medium
A7337,0.52,0.75,4,266,3,0,0,0,marketing,medium
A7338,0.77,0.72,4,223,3,0,0,0,sales,medium
A7339,0.59,0.76,4,234,3,0,0,0,sales,high
A7340,0.51,0.59,4,187,3,0,0,0,sales,low
A7341,0.67,0.95,3,229,3,0,0,0,sales,medium
A7342,0.95,0.65,3,155,2,1,0,0,sales,medium
A7343,0.75,0.76,3,246,3,0,0,0,sales,medium
A7344,0.54,0.61,3,152,3,0,0,0,sales,medium
A7345,0.45,0.71,2,172,2,0,0,0,sales,low
A7346,0.66,0.66,4,255,5,0,0,0,sales,low
A7347,0.36,0.69,3,98,2,0,0,0,sales,low
A7348,0.3,0.47,6,141,6,0,0,0,sales,low
A7349,0.61,0.63,4,146,4,1,0,0,sales,low
A7350,0.71,0.7,4,213,3,0,0,0,sales,low
A7351,0.6,0.99,4,160,3,0,0,0,sales,low
A7352,0.19,0.61,3,272,4,0,0,0,sales,low
A7353,0.91,1,4,125,4,0,0,0,sales,medium
A7354,0.98,0.69,3,152,2,0,0,0,sales,medium
A7355,0.9,0.78,3,162,2,0,0,0,sales,medium
A7356,0.73,0.94,3,251,6,0,0,0,sales,medium
A7357,0.52,0.56,3,225,3,0,0,0,accounting,medium
A7358,0.77,0.56,3,236,3,1,0,0,accounting,medium
A7359,0.98,0.62,3,203,2,0,0,0,accounting,medium
A7360,0.79,0.5,4,252,3,1,0,0,hr,medium
A7361,0.73,0.91,3,135,2,0,0,0,hr,medium
A7362,0.97,0.95,3,257,2,0,0,0,hr,medium
A7363,0.38,0.6,5,145,5,0,0,0,hr,medium
A7364,0.59,0.48,5,267,3,0,0,0,technical,medium
A7365,0.73,0.79,4,208,5,0,0,0,technical,medium
A7366,0.84,0.53,4,206,3,0,0,0,technical,medium
A7367,0.61,0.59,4,247,2,0,0,0,technical,medium
A7368,0.79,0.78,2,228,2,0,0,0,technical,medium
A7369,0.73,0.91,4,248,2,1,0,0,technical,medium
A7370,0.22,0.9,4,209,5,0,0,0,technical,medium
A7371,0.84,0.52,5,171,3,0,0,0,technical,medium
A7372,0.21,0.85,6,221,5,0,0,0,technical,medium
A7373,0.44,0.69,2,173,2,0,0,0,technical,medium
A7374,0.2,0.52,5,218,5,0,0,0,technical,medium
A7375,0.51,0.86,4,223,3,1,0,0,support,medium
A7376,0.55,0.98,3,169,2,0,0,0,support,medium
A7377,0.24,0.38,6,109,2,0,0,0,support,medium
A7378,0.65,0.77,4,273,2,0,0,0,support,high
A7379,0.44,0.42,3,178,3,0,0,0,support,high
A7380,0.98,0.67,4,189,4,0,0,0,support,high
A7381,0.69,0.8,5,203,2,1,0,0,support,high
A7382,0.71,0.56,3,177,4,0,0,0,support,high
A7383,0.54,0.71,5,253,2,1,0,0,support,high
A7384,0.77,0.98,3,273,3,0,0,0,support,high
A7385,0.53,0.43,2,139,3,0,0,0,support,high
A7386,0.64,0.72,3,185,2,1,0,0,technical,high
A7387,0.69,0.59,5,182,4,0,0,0,technical,high
A7388,0.93,0.71,5,270,2,0,0,0,technical,high
A7389,0.58,0.65,3,139,4,0,0,0,management,high
A7390,0.33,0.46,5,261,6,1,0,0,IT,low
A7391,0.95,0.57,3,238,3,0,0,0,IT,low
A7392,0.65,0.9,3,241,3,0,0,0,IT,low
A7393,0.9,0.7,3,223,2,0,0,0,IT,low
A7394,0.59,0.8,3,258,3,1,0,0,IT,low
A7395,0.88,0.55,4,205,4,0,0,0,product_mng,low
A7396,0.63,0.83,4,243,4,0,0,0,product_mng,low
A7397,0.53,0.61,4,198,2,0,0,0,product_mng,low
A7398,0.63,0.64,4,178,3,0,0,0,product_mng,low
A7399,0.96,0.76,4,158,3,0,0,0,IT,low
A7400,0.7,0.73,3,194,2,0,0,0,RandD,low
A7401,0.73,0.36,4,253,2,1,0,0,RandD,low
A7402,0.94,0.8,4,228,2,0,0,0,RandD,low
A7403,0.82,0.58,5,227,3,0,0,0,RandD,low
A7404,0.44,0.63,3,162,2,0,0,0,RandD,low
A7405,0.58,0.9,5,257,3,0,0,0,marketing,medium
A7406,0.55,0.97,2,140,2,0,0,0,sales,medium
A7407,0.92,0.84,3,164,2,0,0,0,accounting,medium
A7408,0.91,0.59,4,177,4,0,0,0,support,medium
A7409,0.69,0.61,4,260,4,0,0,0,technical,medium
A7410,0.23,0.7,4,233,2,0,0,0,management,medium
A7411,0.21,0.81,4,227,5,0,0,0,marketing,medium
A7412,0.51,0.6,4,140,3,0,0,0,marketing,medium
A7413,0.73,0.74,3,254,4,1,0,0,marketing,medium
A7414,0.65,0.67,3,245,3,0,0,0,sales,medium
A7415,0.64,0.48,2,157,2,0,0,0,sales,medium
A7416,0.77,0.49,3,265,3,0,0,0,sales,medium
A7417,0.71,0.79,4,261,3,0,0,0,sales,high
A7418,0.2,0.38,6,212,6,0,0,0,sales,high
A7419,0.99,0.57,4,216,3,0,0,0,sales,high
A7420,0.77,0.57,4,238,3,0,0,0,sales,high
A7421,0.8,0.56,2,204,3,0,0,0,sales,high
A7422,0.97,0.5,4,216,2,0,0,0,sales,high
A7423,0.89,0.53,4,208,3,0,0,0,sales,high
A7424,0.97,0.7,4,218,2,0,0,0,sales,high
A7425,0.23,0.99,5,176,4,1,0,0,sales,low
A7426,0.6,0.75,4,144,2,0,0,0,sales,low
A7427,0.52,0.63,5,241,3,0,0,0,sales,low
A7428,0.86,0.63,3,271,2,0,0,0,sales,low
A7429,0.86,0.95,4,184,3,0,0,0,sales,low
A7430,0.76,0.58,3,262,2,0,0,0,sales,low
A7431,0.79,0.77,6,233,6,0,0,0,sales,low
A7432,0.35,0.52,3,155,3,0,0,0,sales,low
A7433,1,0.97,5,141,2,0,0,0,accounting,medium
A7434,0.2,0.8,6,251,5,0,0,0,accounting,medium
A7435,0.57,0.62,5,141,3,0,0,0,accounting,medium
A7436,0.23,0.46,4,274,5,1,0,0,hr,medium
A7437,0.82,0.97,3,160,2,0,0,0,hr,medium
A7438,0.98,0.8,3,166,2,0,0,0,hr,medium
A7439,0.52,0.7,4,219,3,0,0,0,hr,medium
A7440,0.96,0.61,4,158,6,0,0,0,technical,medium
A7441,0.69,0.64,4,190,4,0,0,0,technical,medium
A7442,0.92,0.77,5,191,2,0,0,0,technical,medium
A7443,0.91,0.43,4,117,5,1,0,0,technical,medium
A7444,0.85,0.96,4,240,6,0,0,0,technical,medium
A7445,0.91,0.77,4,239,2,0,0,0,technical,medium
A7446,0.79,0.55,4,145,3,0,0,0,technical,medium
A7447,0.74,0.95,3,157,4,0,0,0,technical,medium
A7448,0.73,0.72,3,166,3,0,0,0,technical,medium
A7449,0.55,0.98,4,137,2,0,0,0,technical,medium
A7450,0.79,0.97,5,208,4,1,0,0,technical,medium
A7451,0.53,0.51,4,174,2,0,0,0,support,medium
A7452,0.7,0.6,3,267,3,0,0,0,support,medium
A7453,0.74,0.56,3,125,6,0,0,0,support,medium
A7454,0.95,0.76,4,220,3,0,0,0,support,medium
A7455,0.49,0.57,4,141,3,0,0,0,support,medium
A7456,0.79,0.9,5,146,3,1,0,0,support,high
A7457,0.99,0.86,3,166,2,0,0,0,support,low
A7458,0.56,0.79,4,197,2,0,0,0,support,medium
A7459,0.7,0.79,4,240,2,0,0,0,support,medium
A7460,0.93,0.65,4,258,3,0,0,0,support,medium
A7461,0.46,0.66,6,229,3,0,0,0,support,medium
A7462,0.24,0.61,5,252,4,0,0,0,technical,medium
A7463,0.32,0.41,3,138,3,1,0,0,technical,medium
